Interview number,SECTOR,REGION,DISTRICT,PARISH,Language,Role in Business,What is your role in the business?,Age of owner,Gender of owner,Nationality of owner,Primary Activity,Secondary Activity,How long has the business been operating?,Legal status,What is the current legal status of the business? SINGLE ANSWER,Where business operates from,Where does the business mainly operate from? SINGLE ANSWER,Keeping all physical receipts in an organized manner,Book keeping for revenues (but not necessarily expenditures),Do full financials (Revenue and expense excluding tax accounting),4 Do full financials (Revenue and expense including tax accounting),Firms total sales
1299,AGRICULTURE,WESTERN,KYEGEGWA,BUGIDO,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,12,Single owner/sole proprietorship,,Home,,No,Yes,0,0,400000
1300,EDUCATION & HEALTH,CENTRAL,WAKISO,GAYAZA,English,Owner,,35-50,Male,Ugandan,Education,,17,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,2000000
1301,EDUCATION & HEALTH,CENTRAL,WAKISO,KABUBBU,English,Other (please state),Headteacher,35-50,Male,Ugandan,Education,,8,Other (please specify),Under the church,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,30000000
1302,EDUCATION & HEALTH,CENTRAL,MASAKA,NYENDO,English,Other (please state),Instructor,50+,Male,Ugandan,Architectural and engineering activities; technical testing and analysis,,30,Other (please specify),Church founded,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,60000000
1303,OTHER MANUFACTURING,CENTRAL,MASAKA,NYENDO,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,20,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,800000
1304,OTHER MANUFACTURING,CENTRAL,MASAKA,NYENDO,English,Other (please state),Accountant,50+,Male,Ugandan,Construction of buildings,,40,Other (please specify),Under the church,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,5000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1314,AGRICULTURE,WESTERN,KABAROLE,KIYOMBYA,English,Other (please state),Headmistress,25-34,Female,Ugandan,Education,,8,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,4000000
1315,AGRICULTURE,WESTERN,KABAROLE,KIYOMBYA,English,Manager,,25-34,Male,Ugandan,"Crop and animal production, hunting and related service activities",,9,Co-operative,,Home,,No,No,0,0,420000
1316,OTHER MANUFACTURING,WESTERN,KASESE,TOWN CENTRE,English,Owner,,50+,Male,Ugandan,Manufacture of wearing apparel,,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,1000000
1317,FOOD PROCESSING,EASTERN,TORORO,PAPOLI,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
1318,INFORMATION & COMMUNICATION,CENTRAL,WAKISO,NABBINGO,Luganda,Owner,,35-50,Female,Ugandan,Food and beverage service activities,,4,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,Yes,1,0,579000
1319,OTHER MANUFACTURING,WESTERN,KABAROLE,RWIMI T.C A,English,Owner,,50+,Male,Ugandan,Manufacture of wearing apparel,,35,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,400000
1320,INFORMATION & COMMUNICATION,WESTERN,KABAROLE,RWIMI T.C A,English,Manager,,25-34,Male,Ugandan,Repair of computers and personal and household goods,,9,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,300000
1321,RECREATION & PERSONAL,WESTERN,KASESE,TOWN CENTRE,English,Manager,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,500000
1322,AGRICULTURE,WESTERN,KYEGEGWA,BUGIDO,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,15,Single owner/sole proprietorship,,Home,,No,No,0,0,650000
1323,AGRICULTURE,EASTERN,MBALE,JEWA,Other (specify),Owner,,25-34,Male,Ugandan,"Crop and animal production, hunting and related service activities",,6,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,4000000
1324,FINANCIAL,WESTERN,KASESE,TOWN CENTRE,English,Manager,,25-34,Male,Ugandan,"Financial service activities, except insurance and pension funding",,5,Co-operative,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,1500000
1325,RECREATION & PERSONAL,WESTERN,KASESE,TOWN CENTRE,English,Manager,,35-50,Male,Ugandan,"Travel agency, tour operator, reservation service and related activities",,30,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,150000000
1326,AGRICULTURE,EASTERN,MBALE,JEWA,Other (specify),Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,40,Single owner/sole proprietorship,,Farm,,No,No,0,0,540000
1327,INFORMATION & COMMUNICATION,CENTRAL,MASAKA,NYENDO,English,Owner,,25-34,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m",,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,3000000
1328,TRANSPORT & STORAGE,CENTRAL,WAKISO,NALUVULE,English,Owner,,35-50,Male,Ugandan,Other personal service activities,,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,350000
1329,TRADING,KAMPALA,KAMPALA,CIVIC CENTRE,Luganda,Owner,,25-34,Male,Ugandan,Telecommunications,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,1802000
1330,EDUCATION & HEALTH,KAMPALA,KAMPALA,MAKERERE II,English,Owner,,35-50,Male,Ugandan,Human health activities,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,1500000
1331,INFORMATION & COMMUNICATION,CENTRAL,WAKISO,KAWANDA,English,Owner,,25-34,Male,Ugandan,"Computer programming, consultancy and related activities",,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,600000
1332,RECREATION & PERSONAL,CENTRAL,WAKISO,BWEYOGERERE,English,Owner,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",,11,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,2170000
1333,EDUCATION & HEALTH,KAMPALA,KAMPALA,BUKOTO I,English,Other (please state),Deputy,35-50,Female,Ugandan,Education,,14,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,2000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1337,ACCOMODATION,KAMPALA,KAMPALA,KISENYI II,English,Owner,,35-50,Female,Ugandan,Food and beverage service activities,,30,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,650000
,,,,,,,,,,,,,,,,,,,,,,
1339,RECREATION & PERSONAL,KAMPALA,KAMPALA,KANSANGA,English,Owner,,35-50,Female,Ugandan,"Creative, arts and entertainment activities",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,500000
1340,TRANSPORT & STORAGE,KAMPALA,KAMPALA,KIBUYE II,English,Owner,,35-50,Male,Ugandan,Wholesale and retail trade and repair of motor vehicles and motorcycles,,4,Partnership,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,300000
1341,INFORMATION & COMMUNICATION,KAMPALA,KAMPALA,NAKASERO III,English,Owner,,25-34,Male,Ugandan,"Computer programming, consultancy and related activities",,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,3000000
1342,AGRICULTURE,CENTRAL,LUWERO,BWAZIBA,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,15,Single owner/sole proprietorship,,Farm,,No,No,0,0,770000
1343,TRANSPORT & STORAGE,CENTRAL,LUWERO,KAMIRA,English,Owner,,35-50,Male,Ugandan,Activities auxiliary to financial service and insurance activities,,8,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,2000000
1344,RECREATION & PERSONAL,KAMPALA,KAMPALA,BUKOTO II,English,Owner,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,7000000
1345,OTHER MANUFACTURING,KAMPALA,KAMPALA,CIVIC CENTRE,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,250000000
1346,TRANSPORT & STORAGE,KAMPALA,KAMPALA,KAMWOKYA II,English,Owner,,35-50,Male,Ugandan,Other personal service activities,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,1500000
1347,EDUCATION & HEALTH,WESTERN,KIBAALE,KARUGUZA,English,Other (please state),Assistant manager,25-34,Female,Ugandan,Manufacture of wearing apparel,,5,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,500000
1348,TRANSPORT & STORAGE,WESTERN,KYENJOJO,KASIINA WARD,English,Manager,,25-34,Male,Ugandan,Telecommunications,,30,Other (please specify),started by government,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,750000
,,,,,,,,,,,,,,,,,,,,,,
1350,INFORMATION & COMMUNICATION,WESTERN,KYENJOJO,KIRONGO WARD,English,Manager,,25-34,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m",,2,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,330000
1352,FINANCIAL,WESTERN,KASESE,TOWN CENTRE,English,Manager,,35-50,Male,Ugandan,"Financial service activities, except insurance and pension funding",,4,Co-operative,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,8000000
1353,INFORMATION & COMMUNICATION,WESTERN,IBANDA,KAGONGO,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,24,Single owner/sole proprietorship,,Farm,,Yes,No,0,0,900000
1354,FOOD PROCESSING,WESTERN,KYEGEGWA,KABWEZA,English,Owner,,25-34,Female,Ugandan,Food and beverage service activities,,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,400000
1355,FOOD PROCESSING,WESTERN,KYEGEGWA,KIJONGOBYA,English,Owner,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,15,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,1500000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1359,RECREATION & PERSONAL,CENTRAL,BUTAMBALA,KIBIBI,Luganda,Manager,,25-34,Male,Ugandan,"Motion picture, video and television programme production, sound recording and m",,11,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,600000
,,,,,,,,,,,,,,,,,,,,,,
1361,AGRICULTURE,CENTRAL,NAKASEKE,NAKONGE,English,Owner,,35-50,Male,Ugandan,Food and beverage service activities,,14,Single owner/sole proprietorship,,Farm,,No,No,0,0,1500000
,,,,,,,,,,,,,,,,,,,,,,
1363,FOOD PROCESSING,WESTERN,KYENJOJO,KASIINA WARD,English,Manager,,35-50,Male,Ugandan,"Crop and animal production, hunting and related service activities",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,No,0,0,3000000
1364,RECREATION & PERSONAL,CENTRAL,WAKISO,BWEYOGERERE,Luganda,Owner,,25-34,Male,Ugandan,Manufacture of wearing apparel,,10,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,Yes,Yes,0,0,500000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1371,EDUCATION & HEALTH,CENTRAL,NAKASEKE,BUKUUKU,English,Owner,,35-50,Female,Ugandan,Education,,5,Single owner/sole proprietorship,,Home,,No,Yes,0,0,300000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1374,EDUCATION & HEALTH,CENTRAL,BUIKWE,BUIKWE,English,Other (please state),Field cordinator,50+,Male,Ugandan,Activities of extraterritorial organizations and bodies,,9,Other (please specify),Ngo,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,4000000
1375,FINANCIAL,CENTRAL,LUWERO,KASANA-KAVULE,English,Other (please state),Team leader,35-50,Male,Ugandan,Human health activities,,11,Other (please specify),Ngo,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,10000000
1376,FOOD PROCESSING,CENTRAL,WAKISO,GOMBE,English,Owner,,25-34,Male,Ugandan,Food and beverage service activities,,6,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,Yes,Yes,0,0,300000
1377,EDUCATION & HEALTH,CENTRAL,LUWERO,LUWERO CENTRAL,English,Owner,,35-50,Female,Ugandan,Education,,13,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,700000
1378,FORESTRY,CENTRAL,LUWERO,KIGOMBE,English,Owner,,35-50,Female,Ugandan,"Crop and animal production, hunting and related service activities",,20,Single owner/sole proprietorship,,Farm,,Yes,Yes,0,0,300000
1379,TRANSPORT & STORAGE,WESTERN,KYEGEGWA,KITALEESA,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,8,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,300000
1380,ACCOMODATION,WESTERN,KYEGEGWA,KITALEESA,English,Owner,,35-50,Female,Ugandan,Food and beverage service activities,,10,Single owner/sole proprietorship,,Home,,No,No,0,0,200000
1381,ACCOMODATION,KAMPALA,KAMPALA,CIVIC CENTRE,Luganda,Other (please state),Receptionist,35-50,Male,Ugandan,Accommodation,,20,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,6000000
1382,INFORMATION & COMMUNICATION,NORTHERN,GULU,LABOUR LINE,English,Owner,,35-50,Male,Ugandan,"Computer programming, consultancy and related activities",,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,200000
1383,REAL ESTATE,WESTERN,IBANDA,KYARUHANGA,English,Owner,,50+,Male,Ugandan,Other personal service activities,,10,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,10000000
1384,OTHER MANUFACTURING,KAMPALA,KAMPALA,CIVIC CENTRE,English,Manager,,35-50,Male,Ugandan,Publishing activities,,7,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,30000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1387,TRADING,CENTRAL,WAKISO,KITENDE,Luganda,Manager,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,9,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,3500000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1390,OTHER MANUFACTURING,CENTRAL,WAKISO,BUSABALA,English,Owner,,25-34,Male,Ugandan,Manufacture of wearing apparel,,4,Single owner/sole proprietorship,,"Informal premises (e.g. informal market, street, vehicle,",,No,No,0,0,430000
1391,RECREATION & PERSONAL,CENTRAL,WAKISO,BWEYOGERERE,Luganda,Owner,,18-24,Male,Ugandan,"Creative, arts and entertainment activities",,7,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,700000
,,,,,,,,,,,,,,,,,,,,,,
1393,AGRICULTURE,CENTRAL,WAKISO,SEGUKU,English,Owner,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,40,Single owner/sole proprietorship,,Farm,,No,Yes,0,0,260000
1394,OTHER MANUFACTURING,CENTRAL,MUKONO,NTAAWO WARD,English,Manager,,25-34,Male,Ugandan,Other manufacturing,,9,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,700000
,,,,,,,,,,,,,,,,,,,,,,
1398,AGRICULTURE,CENTRAL,BUTAMBALA,KIBIBI,Luganda,Other (please state),Wife to the owner,35-50,Female,Ugandan,Food and beverage service activities,,15,Single owner/sole proprietorship,,Home,,Yes,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1404,EDUCATION & HEALTH,WESTERN,KABAROLE,KYAMUKOKA,English,Other (please state),Headmistress,25-34,Male,Ugandan,Education,,4,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,8000000
1405,EDUCATION & HEALTH,WESTERN,KABAROLE,BAZAAR,English,Owner,,35-50,Male,Ugandan,Repair of computers and personal and household goods,,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,0,500000
1406,TRADING,WESTERN,KYENJOJO,KASIINA WARD,English,Owner,,35-50,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,3,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1500000
1407,OTHER MANUFACTURING,WESTERN,KYENJOJO,KASIINA WARD,English,Owner,,25-34,Male,Ugandan,Repair and installation of machinery and equipment,,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,No,0,0,1000000
,,,,,,,,,,,,,,,,,,,,,,
1409,EDUCATION & HEALTH,WESTERN,MBARARA,RUHARO,English,Manager,,35-50,Male,Ugandan,Education,,9,"Privately held, limited company",,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,2000000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1414,EDUCATION & HEALTH,CENTRAL,BUIKWE,BUIKWE,English,Owner,,35-50,Male,Ugandan,Education,,10,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,1,1,700000
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
1418,AGRICULTURE,CENTRAL,MUKONO,NAGGALAMA,English,Manager,,50+,Male,Ugandan,"Crop and animal production, hunting and related service activities",,10,Single owner/sole proprietorship,,Farm,,Yes,Yes,1,0,4000000
1419,RECREATION & PERSONAL,KAMPALA,KAMPALA,NTINDA,English,Owner,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",,11,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,900000
1420,AGRICULTURE,CENTRAL,WAKISO,NAMUSERA,Luganda,Other (please state),Cattle attendant,50+,Male,Others specify,"Crop and animal production, hunting and related service activities",,20,"Privately held, limited company",,Farm,,No,Yes,1,1,8250000
1421,EDUCATION & HEALTH,KAMPALA,KAMPALA,MENGO,English,Owner,,25-34,Male,Ugandan,"Retail trade, except of motor vehicles and motorcycles",,6,Single owner/sole proprietorship,,"Formal business premises (e.g. office, business complex,",,No,Yes,0,0,3000000
1422,RECREATION & PERSONAL,WESTERN,KABAROLE,BAZAAR,English,Manager,,25-34,Male,Ugandan,"Creative, arts and entertainment activities",,10,Partnership,,"Formal business premises (e.g. office, business complex,",,Yes,Yes,0,0,700000
